Device_ID,Device_Type,Order_Date,Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor
DEV_354,Therapeutic,2029-05-13,2712,16,2851,0.83,1.0488527809302142
DEV_3024,Therapeutic,2029-05-13,2505,27,2638,0.92,1.0115568879889525
DEV_3663,Diagnostic,2029-05-13,2607,27,2785,0.99,1.0190232275231448
DEV_8118,Monitoring,2029-05-13,2928,8,3087,0.93,1.0817484253572884
DEV_1645,Surgical,2029-05-14,2765,13,2921,0.85,1.0951632800330826
DEV_2803,Therapeutic,2029-05-14,2683,26,2808,0.81,1.0443775387917336
DEV_158,Diagnostic,2029-05-15,2558,29,2682,0.84,1.0235144462369146
DEV_4448,Surgical,2029-05-18,2566,23,2763,0.77,1.0216094828773368
DEV_1282,Monitoring,2029-05-18,2610,6,2813,0.89,1.0376159770774656
DEV_344,Diagnostic,2029-05-20,2811,13,2999,0.99,1.0577596898718928
DEV_956,Monitoring,2029-05-20,2769,3,2965,0.75,1.0930605655175254
DEV_8175,Diagnostic,2029-05-21,2744,28,2925,0.93,1.0423250665429167
DEV_6024,Surgical,2029-05-21,2657,9,2779,0.74,1.0679574922757724
DEV_5688,Monitoring,2029-05-24,2666,8,2848,0.96,1.0561958001040608
DEV_708,Therapeutic,2029-05-24,2765,19,2934,0.79,1.0540903085106375
DEV_5266,Monitoring,2029-05-25,2754,4,2852,0.72,1.0752710738490476
DEV_516,Monitoring,2029-05-26,2517,13,2678,0.78,1.0310433724504393
DEV_8620,Diagnostic,2029-05-26,2639,6,2832,0.96,1.0147561371870504
DEV_8137,Monitoring,2029-05-30,2781,4,2901,0.98,1.0866681501561646
DEV_5641,Therapeutic,2029-06-01,2597,20,2731,0.81,1.018054357313599
DEV_6304,Monitoring,2029-06-05,2694,17,2764,0.72,1.0622671518889628
DEV_9896,Therapeutic,2029-06-06,2624,16,2711,0.82,1.0219960298470523
DEV_3030,Monitoring,2029-06-07,2673,9,2757,0.96,1.0462854160920698
DEV_393,Therapeutic,2029-06-07,2596,5,2683,0.84,1.0207462202403523
DEV_6204,Surgical,2029-06-08,2578,7,2743,0.96,1.0434202298479724
DEV_5532,Diagnostic,2029-06-09,2531,9,2596,0.9,1.0136069575194044
DEV_7906,Monitoring,2029-06-09,2818,9,2973,0.94,1.0887971765242115
DEV_1389,Monitoring,2029-06-11,2619,13,2703,0.89,1.0193733228946116
DEV_5183,Therapeutic,2029-06-11,2653,9,2822,0.82,1.052243055568768
DEV_3118,Diagnostic,2029-06-12,2665,6,2859,0.89,1.0295505242176575
DEV_3778,Monitoring,2029-06-13,2833,15,2983,0.72,1.084368528307257
DEV_3414,Therapeutic,2029-06-14,2668,22,2826,0.79,1.0382346645571907
DEV_4250,Surgical,2029-06-15,2559,26,2657,0.84,0.9993465153738534
DEV_2844,Monitoring,2029-06-15,2587,29,2738,0.8,0.9926368754518674
DEV_3136,Monitoring,2029-06-16,2812,9,2972,0.76,1.073130999274623
DEV_3325,Monitoring,2029-06-17,2624,3,2781,0.76,1.0531110884068609
DEV_8593,Therapeutic,2029-06-17,2634,22,2770,0.73,1.0361086935080097
DEV_4063,Therapeutic,2029-06-19,2888,26,2950,0.76,1.0824790789999224
DEV_3651,Diagnostic,2029-06-22,2684,11,2777,0.87,1.0533943904929335
DEV_9017,Diagnostic,2029-06-22,2736,29,2836,1.0,1.0609407662940797
DEV_940,Diagnostic,2029-06-27,2822,28,2887,0.96,1.080732190748811
DEV_1217,Diagnostic,2029-06-28,2608,15,2785,0.76,1.0417563133998144
DEV_264,Surgical,2029-06-28,2751,25,2955,0.74,1.0698706151284743
DEV_9667,Diagnostic,2029-06-29,2651,20,2724,0.72,1.0117535489895373
DEV_9856,Monitoring,2029-06-29,2750,29,2921,0.79,1.066765605503866
DEV_4435,Therapeutic,2029-07-02,2555,28,2657,0.87,1.0081177270639796
DEV_272,Therapeutic,2029-07-02,2614,17,2723,0.75,1.024840023877837
DEV_7468,Monitoring,2029-07-02,2665,23,2725,0.81,1.0152029801014861
DEV_6712,Diagnostic,2029-07-06,2752,29,2845,0.7,1.0627431351344443
DEV_962,Surgical,2029-07-09,2769,22,2989,0.74,1.0647637448302159
DEV_5255,Diagnostic,2029-07-11,2804,25,3001,0.85,1.058339681394047
DEV_5369,Therapeutic,2029-07-12,2583,19,2783,0.98,1.0517249967383702
DEV_1624,Therapeutic,2029-07-12,2691,27,2880,0.8,1.030611391299067
DEV_5303,Diagnostic,2029-07-12,2512,5,2659,0.81,0.9802611390710723
DEV_1756,Therapeutic,2029-07-13,2663,18,2778,0.93,1.0276109536278175
DEV_4995,Monitoring,2029-07-15,2666,13,2797,0.95,1.035541075293582
DEV_1646,Monitoring,2029-07-15,2769,29,2862,0.74,1.055896918859322
DEV_8211,Monitoring,2029-07-15,2552,13,2716,0.96,1.012075448340355
DEV_4336,Surgical,2029-07-16,2642,17,2756,0.92,1.0201532738545231
DEV_5012,Therapeutic,2029-07-17,2601,16,2681,0.87,1.0286893492410774
DEV_6602,Therapeutic,2029-07-17,2659,23,2798,1.0,1.021246644532844
DEV_6155,Diagnostic,2029-07-18,2638,29,2736,0.81,1.042569956252742
DEV_2881,Diagnostic,2029-07-19,2613,4,2709,0.75,1.0369409401906167
DEV_2688,Diagnostic,2029-07-20,2563,10,2620,0.8,1.0134793515155633
DEV_3261,Therapeutic,2029-07-20,2519,27,2635,0.79,1.0076483068080628
DEV_5823,Monitoring,2029-07-23,2785,19,2996,1.0,1.0548071565194577
DEV_9072,Surgical,2029-07-23,2649,14,2800,0.94,1.0107289001600928
DEV_392,Monitoring,2029-07-24,2590,24,2788,0.99,0.9879137080986969
DEV_1807,Therapeutic,2029-07-25,2598,25,2678,0.91,0.9868690929451707
DEV_1140,Surgical,2029-07-26,2703,13,2887,0.79,1.0300797327758153
DEV_9621,Therapeutic,2029-07-26,2768,12,2974,0.71,1.0310612572957747
DEV_4487,Therapeutic,2029-07-29,2537,21,2631,0.72,0.9744564806051285
DEV_6252,Surgical,2029-07-29,2703,5,2886,0.88,1.0178192519548726
DEV_5592,Monitoring,2029-07-30,2654,29,2719,1.0,1.0149367008715875
DEV_3777,Surgical,2029-07-30,2683,12,2824,0.92,1.014563607018083
DEV_1135,Monitoring,2029-07-30,2505,25,2615,0.77,0.9596008844107549
DEV_2466,Monitoring,2029-07-30,2640,12,2736,0.78,1.000220048119754
DEV_9852,Monitoring,2029-08-01,2702,22,2861,0.88,1.0224663273642607
DEV_9993,Diagnostic,2029-08-02,2712,20,2842,0.79,1.0177847188803502
DEV_5115,Therapeutic,2029-08-02,2698,25,2907,0.97,1.0362806215260163
DEV_6337,Monitoring,2029-08-02,2701,16,2898,0.93,1.0268660296436263
DEV_1580,Monitoring,2029-08-03,2411,4,2473,0.79,0.9513426965616663
DEV_3428,Surgical,2029-08-04,2560,15,2676,0.97,0.9753789514494324
DEV_5405,Monitoring,2029-08-04,2555,19,2670,0.97,0.9778088772290603
DEV_1913,Diagnostic,2029-08-05,2657,13,2803,0.72,1.0152885044749074
DEV_9118,Therapeutic,2029-08-05,2542,21,2596,0.88,0.9537649086302668
DEV_927,Surgical,2029-08-06,2541,6,2701,0.71,0.9974597782127609
DEV_6265,Monitoring,2029-08-08,2516,28,2655,0.98,1.001748351792296
DEV_6722,Surgical,2029-08-08,2744,12,2963,0.88,1.0134274560791658
DEV_3321,Therapeutic,2029-08-09,2552,13,2655,0.89,1.0095842649587503
DEV_7124,Monitoring,2029-08-09,2527,14,2713,0.83,0.9797737914329416
DEV_3021,Diagnostic,2029-08-10,2459,4,2561,0.78,0.9417451491514318
DEV_2271,Surgical,2029-08-11,2600,22,2721,0.7,0.9963142871409794
DEV_1280,Therapeutic,2029-08-12,2472,28,2524,0.96,0.9499022081395914
DEV_2880,Therapeutic,2029-08-13,2596,18,2739,0.75,0.990185526995067
DEV_6144,Diagnostic,2029-08-13,2438,16,2631,0.71,0.9596529781921777
DEV_2500,Therapeutic,2029-08-14,2503,14,2688,0.74,0.982335656184253
DEV_7608,Diagnostic,2029-08-15,2520,22,2595,0.71,0.956162450031841
DEV_8792,Therapeutic,2029-08-15,2596,5,2772,0.73,0.9910124306230279
DEV_7352,Monitoring,2029-08-19,2577,14,2771,0.86,1.0015820523732832
DEV_6458,Monitoring,2029-08-21,2737,20,2919,0.76,1.0238467812692877
DEV_4263,Monitoring,2029-08-21,2632,15,2772,0.76,1.0076453119799325
DEV_8165,Surgical,2029-08-22,2545,23,2731,0.91,0.992859313460681
DEV_3636,Therapeutic,2029-08-24,2562,5,2667,0.86,0.968610995190551
DEV_6012,Monitoring,2029-08-24,2528,28,2631,0.79,0.9538541161787207
DEV_5044,Therapeutic,2029-08-26,2456,16,2512,0.89,0.950069377467176
DEV_8346,Monitoring,2029-08-28,2642,26,2711,0.87,1.022524852577982
DEV_6134,Diagnostic,2029-08-28,2549,6,2701,0.76,0.9577049068054514
DEV_1640,Diagnostic,2029-08-30,2589,17,2783,0.76,0.9747292808523061
DEV_1903,Surgical,2029-08-31,2700,13,2871,0.84,1.0084460554090517
DEV_9612,Diagnostic,2029-08-31,2630,13,2729,0.85,0.9938692000625365
DEV_5926,Therapeutic,2029-08-31,2495,27,2622,0.81,0.9325760901291039
DEV_3553,Surgical,2029-09-01,2663,19,2818,0.91,1.0231881278814774
DEV_3157,Therapeutic,2029-09-01,2517,22,2696,0.9,0.9548542552298851
DEV_1735,Surgical,2029-09-01,2537,28,2660,0.97,1.0080209543730105
DEV_3855,Therapeutic,2029-09-02,2621,13,2681,0.97,0.9892915906627742
DEV_3119,Therapeutic,2029-09-02,2618,11,2688,1.0,1.0026168365612151
DEV_5359,Diagnostic,2029-09-03,2568,29,2730,0.76,0.9871829386662203
DEV_1060,Therapeutic,2029-09-04,2497,14,2558,0.86,0.938527920002535
DEV_2173,Surgical,2029-09-04,2548,13,2680,0.97,0.9633582381102709
DEV_4291,Monitoring,2029-09-07,2489,23,2665,0.8,0.9396323736080232
DEV_3146,Therapeutic,2029-09-08,2517,10,2626,0.94,0.935399207814024
DEV_8702,Monitoring,2029-09-08,2483,25,2577,0.82,0.953482074938561
DEV_6668,Monitoring,2029-09-10,2648,11,2722,0.93,1.0001883659297912
DEV_9094,Therapeutic,2029-09-10,2416,10,2492,0.73,0.9397509798553286
DEV_5754,Diagnostic,2029-09-10,2539,6,2730,0.85,0.9717370237682623
DEV_914,Diagnostic,2029-09-11,2437,7,2589,0.91,0.9208607926849468
DEV_524,Monitoring,2029-09-13,2424,14,2568,0.78,0.9402201607299598
DEV_8649,Surgical,2029-09-14,2580,19,2699,0.88,0.9559040685930874
DEV_4169,Surgical,2029-09-14,2477,28,2553,0.8,0.9554922646127171
DEV_3906,Therapeutic,2029-09-16,2615,5,2730,0.9,0.9849926958829388
DEV_252,Surgical,2029-09-17,2571,17,2771,0.72,1.0010887301159355
DEV_1759,Monitoring,2029-09-17,2438,23,2590,0.95,0.9593250172057739
DEV_6236,Therapeutic,2029-09-18,2609,18,2810,0.81,0.9805801386518652
DEV_6738,Surgical,2029-09-20,2487,16,2608,0.86,0.9526944525180696
DEV_8078,Monitoring,2029-09-21,2512,20,2642,0.8,0.942239634469098
DEV_727,Monitoring,2029-09-24,2347,6,2450,0.87,0.9166361692415714
DEV_2988,Monitoring,2029-09-24,2591,26,2779,0.83,1.0030997121833487
DEV_2125,Diagnostic,2029-09-27,2573,25,2730,0.99,0.9481680386638383
DEV_2651,Therapeutic,2029-09-27,2390,11,2484,0.98,0.9324438820468224
DEV_7065,Diagnostic,2029-09-28,2559,10,2733,0.81,0.9917386068827757
DEV_7447,Therapeutic,2029-09-28,2617,6,2777,0.88,0.9760416292149253
DEV_6011,Therapeutic,2029-09-29,2589,24,2682,0.86,0.975438118906782
DEV_7362,Monitoring,2029-09-29,2514,29,2633,0.73,0.9664899672375555
DEV_3685,Therapeutic,2029-10-02,2463,24,2550,0.95,0.9477884097572599
DEV_8468,Surgical,2029-10-02,2461,19,2641,0.84,0.919305706809342
DEV_7312,Therapeutic,2029-10-04,2533,20,2727,0.82,0.9570374082391174
DEV_4571,Therapeutic,2029-10-05,2574,17,2773,0.77,0.9972313101037782
DEV_6109,Diagnostic,2029-10-07,2571,14,2757,0.82,0.9946501556245267
DEV_9041,Therapeutic,2029-10-07,2498,17,2591,0.99,0.9789741220314921
DEV_7094,Diagnostic,2029-10-07,2362,29,2440,0.94,0.9115214546290519
DEV_2727,Therapeutic,2029-10-08,2590,12,2659,0.7,0.9806993892210728
DEV_1977,Monitoring,2029-10-08,2648,19,2853,0.74,0.9923892470994786
DEV_7239,Diagnostic,2029-10-09,2376,29,2464,0.94,0.9136672915100579
DEV_2581,Diagnostic,2029-10-09,2649,15,2747,0.73,0.9852247834588825
DEV_3185,Therapeutic,2029-10-09,2538,9,2658,0.75,0.9835679131858678
DEV_5045,Diagnostic,2029-10-10,2462,7,2535,0.88,0.9155353768808897
DEV_9847,Monitoring,2029-10-10,2604,10,2794,0.94,0.9896299978285927
DEV_2778,Monitoring,2029-10-10,2473,17,2655,0.88,0.9224151629090743
DEV_8732,Diagnostic,2029-10-11,2519,17,2646,0.93,0.9413788411551461
DEV_5090,Monitoring,2029-10-11,2441,19,2621,0.7,0.9192348704142831
DEV_2761,Diagnostic,2029-10-12,2402,13,2495,0.92,0.9285276036918191
DEV_8154,Therapeutic,2029-10-14,2487,29,2641,0.93,0.9627199443000435
DEV_720,Therapeutic,2029-10-15,2522,17,2665,0.94,0.9750702918187388
DEV_9754,Therapeutic,2029-10-17,2395,13,2563,0.83,0.9113238202987823
DEV_7104,Therapeutic,2029-10-18,2331,13,2507,0.72,0.9018636713146048
DEV_8726,Surgical,2029-10-20,2573,27,2732,0.96,0.974327833064409
DEV_4253,Surgical,2029-10-20,2414,28,2561,0.93,0.9152486641958303
DEV_260,Monitoring,2029-10-20,2599,5,2658,0.9,0.9767460913985366
DEV_1984,Monitoring,2029-10-21,2483,4,2628,0.81,0.9448654301423466
DEV_791,Diagnostic,2029-10-21,2435,16,2616,0.78,0.9226166680622236
DEV_2949,Diagnostic,2029-10-21,2512,10,2595,0.93,0.9426277336665948
DEV_7978,Monitoring,2029-10-22,2381,27,2540,0.98,0.9432442799348164
DEV_5324,Diagnostic,2029-10-23,2607,26,2674,0.88,0.9881513451250465
DEV_6192,Diagnostic,2029-10-24,2433,25,2575,0.85,0.9219875614158131
DEV_205,Therapeutic,2029-10-24,2538,15,2645,0.8,0.9387472896335184
DEV_9873,Diagnostic,2029-10-25,2604,18,2778,0.93,0.967528315759022
DEV_8042,Diagnostic,2029-10-25,2548,26,2684,1.0,0.9511017983274389
DEV_5570,Monitoring,2029-10-26,2419,3,2606,0.84,0.9297144148232959
DEV_5711,Diagnostic,2029-10-26,2413,6,2463,0.97,0.9117382793513562
DEV_1322,Monitoring,2029-10-27,2667,15,2801,0.87,0.9861248860940086
DEV_4602,Surgical,2029-10-27,2353,3,2423,0.9,0.9072421659035188
DEV_9466,Monitoring,2029-10-28,2501,29,2615,0.71,0.9643146209413858
DEV_8258,Monitoring,2029-10-28,2441,24,2631,0.98,0.91748729636749
DEV_2168,Monitoring,2029-10-30,2490,4,2685,0.83,0.919120057042059
DEV_3480,Diagnostic,2029-10-30,2387,10,2471,0.84,0.9054318219761557
DEV_2787,Diagnostic,2029-10-31,2662,17,2779,0.84,0.9869284677762764
DEV_2343,Surgical,2029-11-02,2456,7,2605,0.8,0.9321077195690224
DEV_9532,Surgical,2029-11-02,2438,27,2495,0.99,0.9301144468534833
DEV_1189,Monitoring,2029-11-05,2635,15,2825,1.0,0.9939204344539877
DEV_1666,Diagnostic,2029-11-05,2451,10,2553,0.84,0.9362369046255873
DEV_9944,Diagnostic,2029-11-05,2510,23,2565,0.74,0.9322238062006232
DEV_4623,Surgical,2029-11-06,2558,16,2736,0.85,0.9619170594376444
DEV_4376,Surgical,2029-11-08,2554,8,2628,0.96,0.9374093924379526
DEV_6973,Therapeutic,2029-11-08,2510,10,2698,0.91,0.9253871130865
DEV_3591,Surgical,2029-11-09,2466,23,2614,0.96,0.958161424346215
DEV_2161,Surgical,2029-11-10,2548,14,2659,0.89,0.9255656569861963
DEV_2856,Surgical,2029-11-11,2529,29,2654,0.92,0.9366649040999936
DEV_410,Diagnostic,2029-11-11,2408,9,2580,0.76,0.934697561845165
DEV_4673,Monitoring,2029-11-14,2618,19,2808,0.85,0.9896061972897003
DEV_1668,Surgical,2029-11-14,2516,28,2606,0.98,0.9448441523816009
DEV_7754,Therapeutic,2029-11-19,2660,17,2828,0.94,0.9844275204642138
DEV_4313,Therapeutic,2029-11-20,2592,19,2657,0.75,0.9542456774184469
DEV_9748,Monitoring,2029-11-21,2592,4,2729,0.83,0.9665869705537478
DEV_7782,Diagnostic,2029-11-21,2627,11,2820,0.98,0.9915868325430627
DEV_6415,Monitoring,2029-11-27,2710,21,2846,0.98,0.9929153292672226
DEV_5040,Monitoring,2029-11-27,2630,26,2817,0.87,1.0038285921419379
DEV_2595,Surgical,2029-11-27,2491,12,2575,0.84,0.9587144551171377
DEV_4706,Monitoring,2029-11-28,2395,21,2511,0.81,0.9099733524352778
DEV_3832,Diagnostic,2029-11-28,2616,10,2761,0.99,0.9905386565579365
DEV_8572,Diagnostic,2029-11-28,2506,14,2617,0.79,0.9615146228219102
DEV_3649,Surgical,2029-11-29,2461,28,2511,0.78,0.9227015840589333
DEV_1036,Diagnostic,2029-11-29,2420,25,2606,0.87,0.9198227421689981
DEV_8276,Surgical,2029-12-01,2617,7,2812,0.89,0.9784368011751622
DEV_7592,Monitoring,2029-12-02,2424,5,2491,0.87,0.9237777339403171
DEV_4413,Monitoring,2029-12-03,2566,19,2758,0.72,0.9374699323179383
DEV_570,Monitoring,2029-12-03,2514,6,2652,1.0,0.9851061162766395
DEV_3318,Diagnostic,2029-12-03,2488,10,2640,0.74,0.9324718056200025
DEV_612,Diagnostic,2029-12-03,2424,17,2604,0.73,0.9308206089733675
DEV_9953,Diagnostic,2029-12-04,2678,21,2863,0.73,1.0091685667481323
DEV_8428,Monitoring,2029-12-04,2556,19,2611,0.85,0.9704760003650922
DEV_3448,Monitoring,2029-12-04,2688,27,2799,0.98,1.0041541584049545
DEV_1830,Surgical,2029-12-06,2595,4,2755,0.84,0.9556296222811489
DEV_4497,Monitoring,2029-12-08,2518,10,2673,0.93,0.9703338868106461
DEV_7645,Monitoring,2029-12-11,2568,24,2760,0.94,0.9957077835088254
DEV_1198,Monitoring,2029-12-11,2490,4,2685,0.87,0.9350176415344007
DEV_8775,Surgical,2029-12-12,2628,6,2731,0.85,0.9959240935555518
DEV_8196,Surgical,2029-12-13,2630,27,2725,0.92,0.9830543688480482
DEV_9927,Diagnostic,2029-12-13,2505,29,2688,0.87,0.9349716785014411
DEV_4903,Therapeutic,2029-12-13,2465,5,2562,0.75,0.9336740205525916
DEV_2538,Diagnostic,2029-12-14,2500,6,2658,0.79,0.9385523759370178
DEV_743,Diagnostic,2029-12-15,2594,21,2711,0.75,0.9786188650289025
DEV_9990,Surgical,2029-12-15,2521,25,2584,0.79,0.9287165718992544
DEV_2468,Surgical,2029-12-15,2618,20,2820,0.78,0.9269878810438598
DEV_7126,Surgical,2029-12-16,2611,12,2714,0.97,1.0055418896126702
DEV_3178,Surgical,2029-12-17,2650,7,2799,0.86,0.9935325387465161
DEV_6267,Surgical,2029-12-18,2493,11,2687,0.75,0.974499559812397
DEV_9393,Monitoring,2029-12-19,2689,27,2790,0.85,1.002152857028306
DEV_9930,Therapeutic,2029-12-19,2656,24,2767,0.85,0.9810511558087838
DEV_3127,Diagnostic,2029-12-19,2594,4,2654,0.79,0.9990013581351989
DEV_5089,Therapeutic,2029-12-19,2678,19,2741,0.94,1.0110076700663237
DEV_406,Therapeutic,2029-12-21,2824,23,2946,0.97,1.0283746200475428
DEV_3717,Therapeutic,2029-12-23,2712,14,2825,0.8,1.0059095052533549
DEV_6771,Surgical,2029-12-23,2614,25,2796,0.72,0.9906315760685545
DEV_1046,Monitoring,2029-12-25,2614,23,2775,0.91,0.9736821826618087
DEV_3916,Diagnostic,2029-12-26,2622,29,2820,0.74,0.9915733619507648
DEV_8195,Therapeutic,2029-12-27,2621,4,2711,0.96,0.9807756808284557
DEV_432,Diagnostic,2029-12-27,2573,19,2669,0.81,0.9607862231542035
DEV_7826,Monitoring,2029-12-27,2614,22,2693,0.99,0.9566316609159702
DEV_1177,Monitoring,2029-12-27,2560,6,2698,0.87,0.9627180005242343
DEV_225,Diagnostic,2029-12-28,2727,17,2852,0.98,1.0109461758916998
DEV_5947,Therapeutic,2029-12-28,2545,28,2674,0.9,0.9623153556000319
DEV_7682,Diagnostic,2029-12-30,2720,26,2820,0.92,0.9937389602203979
DEV_1492,Monitoring,2029-12-30,2612,11,2695,0.87,0.9955090875458071
DEV_6895,Therapeutic,2029-12-30,2729,26,2903,0.94,1.014385567315745
DEV_2720,Diagnostic,2029-12-31,2522,18,2585,0.97,0.9446565646381854
DEV_6583,Diagnostic,2029-12-31,2688,5,2828,0.74,1.008016055073417
DEV_8222,Monitoring,2030-01-01,2658,21,2794,0.95,0.9885721692563797
DEV_7793,Surgical,2030-01-01,2635,16,2801,0.89,0.9679756079278409
DEV_7514,Monitoring,2030-01-03,2602,13,2709,0.83,0.9881614055985131
DEV_8704,Surgical,2030-01-07,2639,15,2727,0.98,0.9976272453401405
DEV_7264,Therapeutic,2030-01-07,2822,15,2902,0.93,1.0268744593502677
DEV_2596,Therapeutic,2030-01-08,2748,4,2871,0.75,1.0296663280537295
DEV_2303,Monitoring,2030-01-10,2670,18,2858,0.8,0.9910301565570336
DEV_2601,Diagnostic,2030-01-12,2799,26,3009,0.95,1.0435772024423686
DEV_3675,Monitoring,2030-01-12,2620,21,2740,0.94,0.9850886226890698
DEV_5035,Therapeutic,2030-01-13,2705,20,2842,0.94,1.0345557167301798
DEV_9637,Monitoring,2030-01-16,2576,23,2682,0.93,0.9685601630534655
DEV_253,Therapeutic,2030-01-20,2536,6,2693,0.81,0.9901452609148703
DEV_884,Therapeutic,2030-01-20,2597,8,2658,0.96,0.9673602282656659
DEV_7728,Diagnostic,2030-01-20,2787,26,2867,0.85,1.0377837371100127
DEV_5793,Monitoring,2030-01-20,2690,25,2895,0.88,1.0286460951696028
DEV_8049,Surgical,2030-01-21,2940,22,3089,0.83,1.0291277862496322
DEV_3739,Monitoring,2030-01-21,2810,16,2942,0.86,1.0206318807229164
DEV_4268,Therapeutic,2030-01-24,2589,11,2733,0.96,0.9615363225056032
DEV_7085,Monitoring,2030-01-25,2762,17,2870,0.9,1.025599398394469
DEV_3844,Diagnostic,2030-01-26,2834,28,3011,0.88,1.047441409060258
DEV_5594,Diagnostic,2030-01-27,2655,4,2828,0.84,0.9824692806156172
DEV_2016,Therapeutic,2030-01-27,2792,24,2934,0.83,1.045175165004504
DEV_4351,Therapeutic,2030-01-30,2899,18,2993,0.99,1.0479856162625552
DEV_3495,Monitoring,2030-01-30,2623,9,2775,0.88,0.9795938885396289
DEV_3801,Therapeutic,2030-02-01,2806,8,2987,0.75,1.03502379781393
DEV_8411,Diagnostic,2030-02-02,2728,3,2849,0.79,1.0317634118695507
DEV_1369,Surgical,2030-02-02,2875,17,3031,0.92,1.0640658111566108
DEV_1991,Therapeutic,2030-02-03,2753,5,2970,0.86,1.0548499459738545
DEV_1827,Diagnostic,2030-02-05,2722,13,2854,0.95,1.0000204390704475
DEV_3862,Diagnostic,2030-02-06,2713,16,2863,0.96,1.0199421024552227
DEV_1541,Monitoring,2030-02-06,2794,11,2913,0.97,0.9992638841195989
DEV_546,Therapeutic,2030-02-08,2828,10,2958,0.95,1.0562325932544887
DEV_5877,Monitoring,2030-02-09,2718,15,2822,0.75,0.9854967629082566
DEV_1051,Diagnostic,2030-02-10,2670,10,2818,0.94,1.0481352668511197
DEV_7375,Diagnostic,2030-02-12,2862,3,3040,0.87,1.045486491093783
DEV_9388,Diagnostic,2030-02-13,2662,3,2873,0.76,0.9745793047549163
DEV_5836,Surgical,2030-02-14,2750,26,2897,0.84,1.0145472109315843
DEV_3022,Diagnostic,2030-02-15,2867,29,2928,0.79,1.0603940537680738
DEV_339,Therapeutic,2030-02-15,2653,8,2776,0.96,0.9828572247039242
DEV_5831,Monitoring,2030-02-16,2836,20,3030,0.82,1.0475426978218632
DEV_6549,Surgical,2030-02-18,2766,20,2977,0.9,1.0599968364343364
DEV_4390,Diagnostic,2030-02-18,2897,9,2959,0.74,1.0437972619931055
DEV_2876,Diagnostic,2030-02-18,2913,24,3101,1.0,1.0579706528967776
DEV_710,Therapeutic,2030-02-20,2880,16,2947,0.8,1.0477073165632185
DEV_8819,Diagnostic,2030-02-23,2731,13,2853,0.75,1.0209164480727606
DEV_1862,Diagnostic,2030-02-26,2546,12,2705,0.75,0.9932363415322867
DEV_1315,Diagnostic,2030-02-26,2873,3,3021,0.71,1.0489781551548218
DEV_4147,Surgical,2030-03-02,2716,17,2891,1.0,0.9996113555270539
DEV_6141,Surgical,2030-03-02,2796,25,2944,1.0,1.0489311293884447
DEV_9350,Diagnostic,2030-03-04,2834,5,3033,0.86,1.0037743144214903
DEV_217,Therapeutic,2030-03-11,2807,23,3027,0.91,1.023560709479501
DEV_759,Surgical,2030-03-12,2833,8,2982,0.76,1.082490074147199
DEV_6554,Surgical,2030-03-13,2880,21,2970,0.85,1.0820465977397653
DEV_4748,Therapeutic,2030-03-16,2720,19,2905,0.93,1.0297221105900587
DEV_1695,Surgical,2030-03-17,2879,9,3078,0.81,1.0718773137133542
DEV_6382,Diagnostic,2030-03-18,2757,16,2852,0.91,1.0011065580074041
DEV_3978,Therapeutic,2030-03-19,2798,23,2862,0.85,1.0477225539226847
DEV_2642,Therapeutic,2030-03-19,3003,3,3201,0.75,1.0776743777764408
DEV_9380,Diagnostic,2030-03-23,2923,23,3076,0.84,1.078663477914769
DEV_7326,Therapeutic,2030-03-25,2803,24,2992,0.82,1.0343616531800641
DEV_1428,Monitoring,2030-03-25,2766,12,2894,0.7,1.017938577631866
DEV_7442,Therapeutic,2030-03-26,2766,11,2917,0.73,1.0122166583645638
DEV_787,Monitoring,2030-03-27,2755,22,2924,0.82,1.0101566462906344
DEV_7528,Surgical,2030-03-27,2817,15,2904,0.97,1.014324297446602
DEV_9006,Diagnostic,2030-03-29,2927,17,3098,0.71,1.079281094492852
DEV_5491,Diagnostic,2030-04-01,2983,24,3126,0.83,1.0745849730460408
DEV_1179,Monitoring,2030-04-02,2864,25,3041,0.98,1.08158481906225
DEV_8435,Monitoring,2030-04-02,2856,17,3077,0.91,1.0436382200597
DEV_7934,Monitoring,2030-04-04,2881,27,3027,0.76,1.0477674297488755
DEV_2315,Monitoring,2030-04-05,2855,17,3046,0.97,1.0731748706649797
DEV_9239,Surgical,2030-04-05,2847,10,3071,0.94,1.0499518207811342
DEV_4094,Monitoring,2030-04-05,2932,29,3062,0.75,1.0845824137110296
DEV_2654,Surgical,2030-04-05,2718,9,2934,0.82,1.0050269422247622
DEV_5833,Monitoring,2030-04-06,2840,24,2988,0.71,1.017660815347888
DEV_2089,Therapeutic,2030-04-08,2900,13,3113,0.96,1.066419151702522
DEV_6099,Monitoring,2030-04-09,3003,26,3178,0.91,1.0686181052014474
DEV_2995,Diagnostic,2030-04-10,2899,8,3004,0.87,1.0458072618144996
DEV_7553,Therapeutic,2030-04-10,2704,9,2867,0.73,1.0259216879344595
DEV_2990,Therapeutic,2030-04-11,2931,23,3066,0.83,1.0546729329173272
DEV_5234,Monitoring,2030-04-14,2836,21,3060,0.77,1.038447311592377
DEV_8297,Therapeutic,2030-04-16,3011,12,3239,0.97,1.0952210192636862
DEV_2767,Diagnostic,2030-04-18,2792,22,2881,0.89,1.019766080238832
