Monthly_Demand,Lead_Time,Stock_Level,Supplier_Reliability,Seasonality_Factor,Year,Month,Day,Weekday,Quarter,Device_Type_Monitoring,Device_Type_Surgical,Device_Type_Therapeutic
3657,14,3870,0.83,1.0133460098116098,2034,12,3,2,4,0.0,0.0,0.0
3763,11,3983,0.74,1.0180313240071823,2034,12,5,4,4,1.0,0.0,0.0
3668,26,3745,0.89,1.0033863518885278,2034,12,5,4,4,1.0,0.0,0.0
3591,3,3815,0.89,0.9937088059723508,2034,12,6,5,4,1.0,0.0,0.0
3671,16,3951,0.96,1.042172425283148,2034,12,7,6,4,0.0,1.0,0.0
3645,4,3730,0.88,0.9953600584941406,2034,12,8,7,4,0.0,1.0,0.0
3527,21,3599,0.94,1.0073807733453364,2034,12,12,4,4,0.0,0.0,0.0
3714,8,3881,0.72,1.0251323673598978,2034,12,12,4,4,0.0,0.0,0.0
3506,29,3590,0.82,0.966678492388393,2034,12,13,5,4,0.0,1.0,0.0
3474,24,3626,0.79,0.9728227681236584,2034,12,13,5,4,0.0,1.0,0.0
3563,25,3828,0.99,0.9807178003128546,2034,12,15,7,4,0.0,0.0,1.0
3576,12,3659,0.8,0.9795569182928896,2034,12,15,7,4,0.0,1.0,0.0
3730,20,3847,0.99,1.040670581073914,2034,12,16,1,4,0.0,0.0,0.0
3747,12,3935,0.8,1.0233753225826474,2034,12,17,2,4,1.0,0.0,0.0
3673,25,3778,0.99,1.052173948776872,2034,12,17,2,4,0.0,1.0,0.0
3553,26,3656,0.89,0.9816948026890072,2034,12,17,2,4,1.0,0.0,0.0
3691,7,3950,0.88,1.0071098375894567,2034,12,19,4,4,1.0,0.0,0.0
3643,7,3737,0.94,1.0163192646147872,2034,12,19,4,4,1.0,0.0,0.0
3540,19,3645,0.96,0.9783237110849856,2034,12,19,4,4,1.0,0.0,0.0
3446,21,3683,0.92,0.965076227681372,2034,12,19,4,4,1.0,0.0,0.0
3522,9,3742,0.71,0.985145936491974,2034,12,22,7,4,0.0,0.0,1.0
3766,12,3964,0.77,1.0258003707219117,2034,12,23,1,4,0.0,0.0,0.0
3676,4,3923,0.82,1.0386051980584172,2034,12,23,1,4,0.0,0.0,1.0
3752,4,4052,0.74,1.0229524577857998,2034,12,23,1,4,1.0,0.0,0.0
3652,25,3786,0.73,1.024095178837868,2034,12,23,1,4,0.0,0.0,0.0
3858,14,4083,0.83,1.0532951007202729,2034,12,24,2,4,0.0,1.0,0.0
3831,21,3969,0.86,1.0382962310178108,2034,12,26,4,4,0.0,1.0,0.0
3831,18,3961,0.93,1.0577407873834908,2034,12,27,5,4,0.0,0.0,1.0
3635,7,3752,0.71,1.0009455259964677,2034,12,28,6,4,0.0,1.0,0.0
3755,14,4028,0.83,1.0491347596490996,2034,12,28,6,4,0.0,0.0,0.0
3862,28,4154,0.94,1.0558103470163194,2034,12,30,1,4,0.0,0.0,0.0
3548,16,3777,0.83,1.0184829485227458,2034,12,30,1,4,0.0,0.0,0.0
3817,5,3932,0.82,1.0459821775026357,2034,12,31,2,4,1.0,0.0,0.0
3608,13,3852,0.95,0.998083376375287,2034,12,31,2,4,0.0,0.0,0.0
3630,24,3816,0.76,1.0049633288561997,2035,1,1,3,1,0.0,0.0,0.0
3783,20,3877,0.82,1.0498831457144366,2035,1,1,3,1,0.0,0.0,1.0
3597,12,3883,0.72,1.0100369166280725,2035,1,3,5,1,0.0,1.0,0.0
3713,27,3944,0.77,1.022017221518306,2035,1,4,6,1,0.0,0.0,0.0
3694,14,3873,0.91,1.0258203791387344,2035,1,4,6,1,0.0,0.0,1.0
3811,6,3938,0.91,1.0740163958343436,2035,1,5,7,1,1.0,0.0,0.0
3551,20,3687,0.74,0.977360522463985,2035,1,5,7,1,0.0,0.0,0.0
3710,24,3838,0.81,1.0226512294051906,2035,1,6,1,1,1.0,0.0,0.0
3682,6,3918,0.73,1.0201192454697194,2035,1,9,4,1,0.0,0.0,1.0
3905,4,4082,0.82,1.0641554719054636,2035,1,10,5,1,0.0,0.0,1.0
3875,9,4163,0.98,1.0631079980960982,2035,1,11,6,1,1.0,0.0,0.0
3588,7,3679,0.76,1.001672999167282,2035,1,12,7,1,0.0,0.0,1.0
3527,7,3631,0.82,1.0052886533192626,2035,1,13,1,1,0.0,0.0,0.0
3732,12,3908,0.85,1.032554620361145,2035,1,14,2,1,0.0,0.0,0.0
3844,6,4103,0.94,1.0331425102932477,2035,1,14,2,1,0.0,0.0,1.0
3534,18,3730,0.76,0.9858995033304456,2035,1,19,7,1,0.0,1.0,0.0
3532,3,3662,0.73,0.9877477899596592,2035,1,19,7,1,1.0,0.0,0.0
3799,25,3986,0.74,1.040843614703512,2035,1,19,7,1,1.0,0.0,0.0
3608,4,3727,0.88,0.9893586690303322,2035,1,21,2,1,0.0,0.0,0.0
3764,11,4007,0.78,1.0328449035224112,2035,1,21,2,1,0.0,0.0,1.0
3658,26,3847,0.82,1.0111684765451154,2035,1,21,2,1,0.0,0.0,0.0
3540,26,3813,1.0,0.9984039244770888,2035,1,21,2,1,0.0,0.0,0.0
3778,16,4067,0.95,1.0464842874178637,2035,1,22,3,1,0.0,0.0,1.0
3726,10,3877,0.95,1.0373906101301462,2035,1,25,6,1,0.0,0.0,1.0
3850,11,4034,0.88,1.081207750642882,2035,1,28,2,1,1.0,0.0,0.0
3870,16,3978,0.93,1.0821390257510566,2035,1,30,4,1,0.0,0.0,0.0
3885,5,4180,0.76,1.078764061812816,2035,1,30,4,1,1.0,0.0,0.0
3830,12,4114,0.97,1.0523616773857438,2035,2,1,6,1,0.0,0.0,0.0
3645,15,3781,0.86,0.989677843294477,2035,2,1,6,1,0.0,0.0,0.0
3634,29,3816,0.85,0.9963374587102714,2035,2,3,1,1,0.0,0.0,0.0
3961,11,4108,0.78,1.0641467379194975,2035,2,4,2,1,0.0,1.0,0.0
3653,29,3742,0.85,1.0174241247214952,2035,2,7,5,1,0.0,0.0,1.0
3645,12,3868,0.83,1.0022948436447745,2035,2,8,6,1,1.0,0.0,0.0
3983,4,4187,0.92,1.0912060936442236,2035,2,8,6,1,0.0,0.0,0.0
3783,3,3990,0.92,1.0520405338282937,2035,2,10,1,1,0.0,1.0,0.0
3741,21,3932,0.79,1.0446587701901209,2035,2,10,1,1,0.0,1.0,0.0
3748,3,4025,0.75,1.0394545291143542,2035,2,11,2,1,0.0,0.0,0.0
3835,11,3914,0.85,1.0443306413927995,2035,2,16,7,1,0.0,0.0,0.0
3793,22,4053,0.9,1.030999719507835,2035,2,16,7,1,1.0,0.0,0.0
3715,25,3864,0.79,1.0220699928375718,2035,2,16,7,1,0.0,0.0,1.0
3920,22,4174,0.82,1.088599986301468,2035,2,17,1,1,0.0,0.0,1.0
3628,29,3905,0.86,1.025963264775302,2035,2,17,1,1,0.0,0.0,1.0
3917,14,4037,0.74,1.0869328964041065,2035,2,17,1,1,1.0,0.0,0.0
3781,29,4010,0.71,1.0058636086933128,2035,2,18,2,1,0.0,1.0,0.0
3817,13,3966,0.98,1.0584608244853535,2035,2,20,4,1,1.0,0.0,0.0
3715,25,3956,0.73,1.020077805453424,2035,2,21,5,1,0.0,1.0,0.0
3855,17,4007,0.83,1.0700066444404184,2035,2,21,5,1,0.0,1.0,0.0
3995,15,4086,0.71,1.0615792122562808,2035,2,22,6,1,1.0,0.0,0.0
3675,6,3761,0.73,1.0199118162664706,2035,2,22,6,1,0.0,0.0,0.0
3822,20,3908,0.97,1.0523986310891835,2035,2,23,7,1,1.0,0.0,0.0
3759,4,3859,0.96,1.0406981395804462,2035,2,24,1,1,0.0,0.0,0.0
3932,11,4048,0.74,1.098241328364946,2035,2,25,2,1,1.0,0.0,0.0
4064,25,4218,0.84,1.097215220206513,2035,2,25,2,1,0.0,0.0,1.0
3866,23,4118,0.89,1.0586439564209735,2035,2,26,3,1,0.0,0.0,1.0
3833,14,4075,0.7,1.058898626391077,2035,2,26,3,1,0.0,0.0,1.0
3625,25,3823,0.78,1.0197937832129964,2035,2,27,4,1,0.0,0.0,1.0
3745,11,3979,0.87,1.0153613993276054,2035,2,27,4,1,0.0,0.0,0.0
3787,18,3980,0.76,1.03652761539411,2035,3,1,6,1,0.0,1.0,0.0
3843,14,4053,0.86,1.0562021415516911,2035,3,2,7,1,1.0,0.0,0.0
3761,19,3916,0.95,1.0433369479757917,2035,3,6,4,1,0.0,1.0,0.0
3761,16,3917,0.96,1.0303411978716772,2035,3,7,5,1,0.0,0.0,1.0
3663,4,3938,0.75,1.0066570036282436,2035,3,9,7,1,0.0,1.0,0.0
3914,10,4069,0.89,1.0758755793619847,2035,3,9,7,1,1.0,0.0,0.0
3966,5,4180,0.73,1.0708434493851096,2035,3,10,1,1,0.0,0.0,1.0
3845,28,3954,0.84,1.0767574707849692,2035,3,11,2,1,0.0,0.0,0.0
3843,19,4080,0.76,1.0338074962317378,2035,3,11,2,1,1.0,0.0,0.0
3745,21,3903,0.92,1.005110136311366,2035,3,15,6,1,1.0,0.0,0.0
3770,14,3969,0.94,1.0633614859456682,2035,3,16,7,1,0.0,1.0,0.0
3731,5,3890,0.79,1.0376033662499062,2035,3,16,7,1,0.0,0.0,0.0
3934,23,4223,0.75,1.0611496464822068,2035,3,17,1,1,1.0,0.0,0.0
3866,19,4156,0.99,1.036759006276916,2035,3,19,3,1,1.0,0.0,0.0
3762,10,3852,0.72,1.0224477304808044,2035,3,20,4,1,0.0,1.0,0.0
3624,27,3812,0.97,1.0009802414913278,2035,3,24,1,1,0.0,0.0,1.0
3681,3,3848,0.76,1.0218996314299564,2035,3,28,5,1,1.0,0.0,0.0
3711,9,3820,0.74,1.0373380398831775,2035,3,30,7,1,0.0,1.0,0.0
3704,3,3909,0.81,1.0310417464616533,2035,3,31,1,1,0.0,0.0,0.0
3858,29,4080,0.77,1.0374500662532449,2035,4,1,2,2,1.0,0.0,0.0
3755,27,3848,1.0,1.0264451040421023,2035,4,2,3,2,0.0,0.0,0.0
3644,29,3754,0.83,1.0107719538760969,2035,4,3,4,2,0.0,0.0,0.0
3712,9,3878,0.76,1.0243679996375707,2035,4,3,4,2,0.0,0.0,1.0
3906,17,4165,0.91,1.0666790212005457,2035,4,4,5,2,1.0,0.0,0.0
3751,7,3837,0.85,1.0492658474344436,2035,4,4,5,2,0.0,0.0,0.0
4017,23,4114,0.96,1.06669491605767,2035,4,6,7,2,0.0,1.0,0.0
4021,15,4167,0.87,1.0821686486647226,2035,4,7,1,2,1.0,0.0,0.0
3770,9,3875,0.83,1.0272546496211683,2035,4,12,6,2,0.0,0.0,0.0
3811,29,3956,0.97,1.0742773606810132,2035,4,12,6,2,1.0,0.0,0.0
3733,15,4029,0.94,1.0361172910499876,2035,4,13,7,2,0.0,0.0,0.0
3771,13,4000,0.76,1.037450765360617,2035,4,14,1,2,0.0,0.0,1.0
3941,29,4117,0.85,1.0806796018641287,2035,4,20,7,2,0.0,1.0,0.0
3744,18,3854,0.76,1.0211189236177869,2035,4,21,1,2,1.0,0.0,0.0
3926,24,4050,0.87,1.067587890496645,2035,4,22,2,2,0.0,0.0,0.0
3792,15,4040,0.81,1.0581989070431794,2035,4,23,3,2,0.0,0.0,0.0
3781,15,3991,0.73,1.0515469999346634,2035,4,23,3,2,0.0,1.0,0.0
3798,17,3929,0.99,1.0244705399627445,2035,4,23,3,2,0.0,0.0,0.0
3880,3,4071,0.86,1.0599523898410927,2035,4,24,4,2,0.0,0.0,0.0
3995,22,4115,0.93,1.0798532179938394,2035,4,24,4,2,0.0,1.0,0.0
3627,17,3729,0.76,0.9940692344349644,2035,4,25,5,2,1.0,0.0,0.0
3820,18,4123,0.85,1.045149433186994,2035,4,26,6,2,0.0,0.0,1.0
3695,7,3856,0.76,1.0183347258618538,2035,4,26,6,2,0.0,0.0,0.0
3751,15,3946,0.73,1.0212918028996498,2035,4,29,2,2,0.0,0.0,0.0
3976,26,4259,0.73,1.0720794046482678,2035,4,29,2,2,0.0,0.0,1.0
3684,11,3804,0.71,0.9980435271744238,2035,5,1,4,2,0.0,0.0,1.0
3677,23,3772,0.72,1.0005778265850154,2035,5,2,5,2,0.0,0.0,0.0
3815,12,3896,0.99,1.03619225566997,2035,5,3,6,2,0.0,0.0,1.0
3658,17,3786,0.89,0.9993854720100122,2035,5,5,1,2,0.0,1.0,0.0
3619,27,3784,0.93,0.9980670989647747,2035,5,5,1,2,1.0,0.0,0.0
3668,17,3906,0.91,1.0048872177816652,2035,5,6,2,2,1.0,0.0,0.0
3857,25,4116,0.97,1.0585835230137737,2035,5,7,3,2,0.0,0.0,1.0
3899,23,4125,0.83,1.065457878594864,2035,5,8,4,2,0.0,1.0,0.0
3726,6,4012,0.76,1.0010753354286337,2035,5,9,5,2,1.0,0.0,0.0
3799,3,3926,0.75,1.018313611202049,2035,5,9,5,2,0.0,0.0,0.0
3638,6,3847,1.0,0.9945453401259672,2035,5,9,5,2,0.0,1.0,0.0
3938,27,4108,0.72,1.0600120715894656,2035,5,10,6,2,1.0,0.0,0.0
3983,12,4129,0.86,1.0815203409897456,2035,5,10,6,2,0.0,0.0,1.0
3748,9,3841,0.75,1.0233810870496605,2035,5,11,7,2,0.0,0.0,0.0
3661,11,3829,0.75,1.0051011858828962,2035,5,11,7,2,0.0,0.0,1.0
4016,18,4195,0.84,1.0802771674983949,2035,5,11,7,2,0.0,0.0,1.0
3928,18,4087,0.79,1.0507059242814425,2035,5,13,2,2,0.0,0.0,1.0
3707,29,3900,0.83,1.0111531246651506,2035,5,14,3,2,0.0,1.0,0.0
3699,13,3799,0.9,1.013482110404108,2035,5,15,4,2,1.0,0.0,0.0
3678,26,3881,0.86,1.0070278947476146,2035,5,15,4,2,0.0,0.0,1.0
3921,11,4211,0.82,1.0574385137592237,2035,5,16,5,2,0.0,1.0,0.0
3692,23,3954,0.84,1.007604372882669,2035,5,16,5,2,0.0,0.0,0.0
3645,17,3823,0.73,0.9898483921237554,2035,5,17,6,2,0.0,0.0,0.0
3736,14,3996,0.78,0.9978693774936392,2035,5,19,1,2,0.0,1.0,0.0
3864,9,3974,0.75,1.0666482405570894,2035,5,19,1,2,0.0,0.0,0.0
3925,24,4011,0.97,1.075224127157469,2035,5,19,1,2,0.0,1.0,0.0
3876,12,4151,0.82,1.0462106140697391,2035,5,19,1,2,0.0,0.0,1.0
3573,13,3831,0.72,0.999098033803224,2035,5,21,3,2,0.0,1.0,0.0
3673,24,3891,0.97,0.984641253054826,2035,5,21,3,2,1.0,0.0,0.0
3728,6,3937,0.84,0.9979474185892993,2035,5,23,5,2,1.0,0.0,0.0
3729,17,3906,0.76,1.011413355089504,2035,5,23,5,2,0.0,0.0,0.0
3685,15,3770,0.96,1.0041209157219129,2035,5,25,7,2,1.0,0.0,0.0
3939,11,4085,0.87,1.0602991808667792,2035,5,26,1,2,1.0,0.0,0.0
3681,8,3877,0.86,0.9829394294924104,2035,5,28,3,2,0.0,0.0,0.0
3815,28,3954,1.0,1.0384435406055752,2035,5,31,6,2,0.0,1.0,0.0
3987,18,4215,0.81,1.0676628479209118,2035,5,31,6,2,0.0,0.0,0.0
3787,10,4047,0.82,1.0242278035579842,2035,5,31,6,2,0.0,0.0,0.0
3831,27,4136,0.94,1.0552632666013624,2035,6,1,7,2,1.0,0.0,0.0
3869,16,3953,0.78,1.05042997531933,2035,6,2,1,2,0.0,0.0,1.0
3621,28,3695,0.9,0.978059168235592,2035,6,2,1,2,0.0,0.0,1.0
3825,7,4072,0.9,1.0308685551944174,2035,6,4,3,2,0.0,1.0,0.0
3714,16,3922,0.91,0.9755091507782052,2035,6,5,4,2,0.0,0.0,0.0
3706,10,3808,0.76,1.008389422836261,2035,6,5,4,2,0.0,1.0,0.0
3819,19,3913,0.73,1.024216766444956,2035,6,5,4,2,0.0,0.0,0.0
3739,8,3911,0.72,1.0305037593459052,2035,6,8,7,2,0.0,0.0,1.0
3601,10,3731,0.76,0.980628429916686,2035,6,9,1,2,0.0,0.0,1.0
3551,28,3681,0.74,0.9601215413629128,2035,6,10,2,2,0.0,1.0,0.0
3747,7,3956,0.79,1.0454641075291409,2035,6,11,3,2,0.0,0.0,0.0
3878,27,4093,0.75,1.025472123921345,2035,6,11,3,2,0.0,0.0,0.0
3834,5,4131,0.71,1.0537750499386975,2035,6,12,4,2,0.0,0.0,1.0
3676,14,3828,0.92,0.9822656479724158,2035,6,13,5,2,0.0,0.0,0.0
3774,17,3893,0.77,1.0015429463172687,2035,6,14,6,2,1.0,0.0,0.0
3721,18,3987,0.72,1.0160384610260165,2035,6,15,7,2,1.0,0.0,0.0
3504,12,3734,0.71,0.9767936501895548,2035,6,15,7,2,0.0,0.0,1.0
3540,27,3731,0.89,0.9553424427405852,2035,6,15,7,2,1.0,0.0,0.0
3549,15,3775,0.87,0.969118082274077,2035,6,16,1,2,1.0,0.0,0.0
3607,13,3863,0.75,0.9936781168296528,2035,6,17,2,2,0.0,0.0,1.0
3563,10,3745,0.86,0.9606318226491412,2035,6,17,2,2,0.0,1.0,0.0
3739,20,3849,0.84,1.012960735841042,2035,6,19,4,2,0.0,0.0,0.0
3727,16,3895,0.74,1.0031166256967157,2035,6,20,5,2,1.0,0.0,0.0
3731,17,3968,0.76,0.9831479538573658,2035,6,21,6,2,1.0,0.0,0.0
3600,13,3685,0.73,0.9687660860937232,2035,6,23,1,2,0.0,1.0,0.0
3718,9,3826,0.74,1.005986340626218,2035,6,23,1,2,0.0,1.0,0.0
3692,17,3886,0.85,1.0152553210815818,2035,6,24,2,2,1.0,0.0,0.0
3476,3,3612,0.85,0.9499857934428968,2035,6,24,2,2,1.0,0.0,0.0
3609,19,3767,0.81,0.9619110270546584,2035,6,26,4,2,0.0,1.0,0.0
3861,12,4091,0.75,1.0409880026807825,2035,6,27,5,2,0.0,0.0,0.0
3794,15,3916,0.85,1.0266372863323203,2035,6,27,5,2,0.0,0.0,0.0
3715,10,4004,0.77,0.9905897688828682,2035,6,28,6,2,0.0,0.0,1.0
3561,16,3803,0.85,0.9505049773796774,2035,6,28,6,2,1.0,0.0,0.0
3877,4,4171,0.85,1.018694017493503,2035,6,28,6,2,0.0,1.0,0.0
3700,10,3826,0.78,1.0042167246585314,2035,6,30,1,2,0.0,0.0,0.0
3634,15,3900,0.99,0.9796327225858824,2035,7,2,3,3,0.0,1.0,0.0
3650,19,3899,0.89,0.9595319752966904,2035,7,2,3,3,0.0,1.0,0.0
3662,9,3827,0.73,0.9550266429008496,2035,7,2,3,3,0.0,0.0,1.0
3701,20,3788,0.91,1.0146364416317664,2035,7,4,5,3,0.0,0.0,0.0
3494,4,3729,0.9,0.9519525229448328,2035,7,6,7,3,1.0,0.0,0.0
3457,28,3669,0.71,0.9393754748829662,2035,7,9,3,3,1.0,0.0,0.0
3805,5,4057,0.94,1.0216501386215715,2035,7,11,5,3,0.0,0.0,0.0
3469,24,3637,0.91,0.9502682672201652,2035,7,12,6,3,0.0,0.0,0.0
3459,17,3632,0.96,0.9534461505323104,2035,7,12,6,3,1.0,0.0,0.0
3787,8,4029,0.91,1.028963755726507,2035,7,12,6,3,1.0,0.0,0.0
3683,21,3947,0.78,0.9967584228738692,2035,7,13,7,3,0.0,0.0,0.0
3498,28,3663,0.85,0.9612040158872972,2035,7,14,1,3,1.0,0.0,0.0
3374,26,3469,0.74,0.9284949055203652,2035,7,14,1,3,0.0,0.0,1.0
3423,14,3573,0.79,0.9375865634850812,2035,7,14,1,3,1.0,0.0,0.0
3709,3,3972,0.72,0.9945782075257408,2035,7,15,2,3,0.0,1.0,0.0
3506,16,3773,0.72,0.9504819882029072,2035,7,17,4,3,0.0,1.0,0.0
3539,17,3660,0.86,0.9635544709744563,2035,7,17,4,3,1.0,0.0,0.0
3486,15,3652,0.92,0.95237449155233,2035,7,19,6,3,0.0,0.0,0.0
3429,6,3518,0.94,0.9348462078613416,2035,7,22,2,3,0.0,0.0,1.0
3639,20,3778,0.85,0.9806658329423052,2035,7,23,3,3,0.0,0.0,1.0
3620,27,3707,0.83,0.9828013489406224,2035,7,23,3,3,0.0,0.0,0.0
3532,17,3695,0.95,0.9722775862473886,2035,7,24,4,3,1.0,0.0,0.0
3550,3,3710,0.9,0.9610332488666816,2035,7,24,4,3,0.0,0.0,1.0
3709,14,3798,0.96,1.0063252177270094,2035,7,25,5,3,1.0,0.0,0.0
3591,24,3738,0.88,0.9723175091381824,2035,7,27,7,3,1.0,0.0,0.0
3633,11,3874,0.93,0.9672507642141056,2035,7,27,7,3,0.0,0.0,1.0
3670,23,3864,0.77,0.9967474701414883,2035,8,9,6,3,1.0,0.0,0.0
3471,19,3548,0.88,0.9323038115460768,2035,8,11,1,3,0.0,1.0,0.0
3612,18,3821,0.71,0.986195613429984,2035,8,15,5,3,1.0,0.0,0.0
3438,8,3576,0.88,0.9243199695317208,2035,8,16,6,3,1.0,0.0,0.0
3722,6,3887,0.74,0.9837761657574996,2035,8,16,6,3,0.0,0.0,0.0
3448,22,3671,0.83,0.939660065696031,2035,8,16,6,3,0.0,0.0,1.0
3503,26,3737,0.76,0.9257011988870418,2035,8,17,7,3,0.0,0.0,0.0
3774,6,4038,0.76,1.0040537602976611,2035,8,17,7,3,0.0,0.0,0.0
3527,16,3612,0.73,0.9508115831702764,2035,8,17,7,3,0.0,0.0,0.0
3673,11,3785,0.83,1.001366790119691,2035,8,17,7,3,0.0,1.0,0.0
3608,14,3687,0.82,0.9636330911515232,2035,8,17,7,3,0.0,0.0,0.0
3667,26,3948,0.79,0.9980896393480244,2035,8,19,2,3,0.0,0.0,1.0
3670,11,3750,0.75,0.9858863696230916,2035,8,21,4,3,0.0,1.0,0.0
3717,12,4009,0.88,1.002734697186308,2035,8,23,6,3,0.0,0.0,1.0
3527,5,3666,0.76,0.931650481043214,2035,8,24,7,3,0.0,0.0,1.0
3650,7,3782,0.93,0.9929550397939052,2035,8,25,1,3,1.0,0.0,0.0
3471,14,3621,0.8,0.9465925591449774,2035,8,25,1,3,0.0,1.0,0.0
3702,9,3991,0.93,0.9912890695012212,2035,8,26,2,3,0.0,1.0,0.0
3705,18,3979,0.95,1.0024431687871749,2035,8,26,2,3,0.0,0.0,0.0
3573,15,3766,0.9,0.9533542355067718,2035,8,27,3,3,0.0,0.0,0.0
3540,21,3808,0.94,0.9353474107828024,2035,8,29,5,3,0.0,0.0,1.0
3351,21,3541,0.82,0.9261228094451972,2035,8,30,6,3,1.0,0.0,0.0
3381,23,3526,0.73,0.926424878899599,2035,8,30,6,3,0.0,1.0,0.0
3483,18,3713,0.71,0.9224232769319282,2035,8,30,6,3,0.0,0.0,0.0
3715,11,3938,0.95,0.99161757521838,2035,8,31,7,3,0.0,0.0,0.0
3413,22,3672,0.96,0.9322515103208572,2035,8,31,7,3,0.0,0.0,1.0
3745,23,3928,0.76,0.974428526068126,2035,9,1,1,3,0.0,0.0,1.0
3295,17,3438,0.73,0.9043993482836072,2035,9,1,1,3,0.0,0.0,1.0
3735,19,3823,0.81,0.9954916394548278,2035,9,1,1,3,1.0,0.0,0.0
3642,16,3858,0.87,0.9561174788305982,2035,9,3,3,3,1.0,0.0,0.0
3711,18,3837,0.94,0.9824591584609684,2035,9,3,3,3,1.0,0.0,0.0
3593,16,3761,0.79,0.9752946531941538,2035,9,3,3,3,0.0,1.0,0.0
3436,5,3709,0.82,0.9442681671660846,2035,9,6,6,3,0.0,0.0,0.0
3461,28,3574,0.98,0.9415297057891546,2035,9,6,6,3,0.0,1.0,0.0
3571,15,3781,0.84,0.954262050238485,2035,9,6,6,3,0.0,0.0,0.0
3512,4,3680,0.96,0.9619311236822494,2035,9,7,7,3,0.0,1.0,0.0
3784,27,3999,0.93,0.9895593129765108,2035,9,7,7,3,0.0,1.0,0.0
3734,3,4024,0.89,0.9828513322392394,2035,9,8,1,3,0.0,0.0,0.0
3609,29,3844,0.8,0.9583696241277878,2035,9,9,2,3,1.0,0.0,0.0
3345,14,3511,0.8,0.9021492641198676,2035,9,10,3,3,0.0,0.0,0.0
3516,5,3604,0.84,0.9227042760894026,2035,9,10,3,3,0.0,0.0,0.0
3501,28,3717,0.78,0.9332064756173122,2035,9,16,2,3,0.0,1.0,0.0
3436,22,3590,0.84,0.9200510852594804,2035,9,17,3,3,1.0,0.0,0.0
3393,25,3629,0.73,0.9025134736585264,2035,9,17,3,3,0.0,1.0,0.0
3594,17,3681,0.9,0.976573626656,2035,9,17,3,3,0.0,1.0,0.0
3388,5,3657,0.74,0.9047562812167323,2035,9,19,5,3,0.0,1.0,0.0
3411,19,3655,0.85,0.9091760793159932,2035,9,20,6,3,0.0,1.0,0.0
3685,16,3797,0.96,0.9700034101558505,2035,9,21,7,3,1.0,0.0,0.0
3673,28,3878,0.96,0.9828929888017468,2035,9,21,7,3,0.0,0.0,0.0
3456,24,3592,0.88,0.9292091136532776,2035,9,22,1,3,0.0,0.0,1.0
3433,10,3657,0.84,0.910746192483924,2035,9,22,1,3,0.0,0.0,0.0
3742,17,3906,0.86,0.9859825065297756,2035,9,23,2,3,1.0,0.0,0.0
3547,15,3756,0.91,0.9595311005400536,2035,9,23,2,3,0.0,0.0,1.0
3578,9,3836,0.89,0.9702549189316566,2035,9,23,2,3,0.0,0.0,1.0
3397,13,3592,0.89,0.921654236501004,2035,9,24,3,3,1.0,0.0,0.0
3533,14,3661,0.9,0.9184151089932482,2035,9,24,3,3,0.0,0.0,1.0
3644,13,3859,0.97,0.9552230032201522,2035,9,25,4,3,0.0,1.0,0.0
3595,14,3668,0.96,0.9499240684691777,2035,9,25,4,3,0.0,1.0,0.0
3474,18,3571,0.74,0.940602713972698,2035,9,25,4,3,0.0,1.0,0.0
3702,5,3813,0.83,0.98905764158241,2035,9,28,7,3,1.0,0.0,0.0
3812,25,4012,0.75,0.9829391828714208,2035,9,28,7,3,1.0,0.0,0.0
3507,26,3766,0.78,0.9215760088635708,2035,10,4,6,4,0.0,1.0,0.0
3438,14,3696,0.92,0.9190493587756088,2035,10,4,6,4,0.0,0.0,0.0
3576,25,3760,0.71,0.9669131209080132,2035,10,5,7,4,0.0,0.0,0.0
3732,6,3886,0.83,0.9854299868375468,2035,10,6,1,4,0.0,0.0,1.0
3570,9,3804,0.72,0.9497681425042096,2035,10,6,1,4,0.0,0.0,1.0
3502,3,3744,0.76,0.9302974843108738,2035,10,8,3,4,0.0,0.0,1.0
3453,25,3659,0.73,0.9060289977060648,2035,10,14,2,4,0.0,0.0,1.0
3720,3,3940,0.76,0.9958492464508364,2035,10,15,3,4,1.0,0.0,0.0
3476,16,3666,1.0,0.9173487139739268,2035,10,15,3,4,1.0,0.0,0.0
3791,4,3929,0.98,1.0015995796942008,2035,10,15,3,4,1.0,0.0,0.0
3531,4,3757,0.76,0.9457826291657928,2035,10,18,6,4,0.0,1.0,0.0
3661,5,3863,0.83,0.9653460527442574,2035,10,18,6,4,1.0,0.0,0.0
3565,20,3754,0.84,0.9580608851253064,2035,10,18,6,4,0.0,0.0,0.0
3687,20,3912,0.83,0.9778707916261742,2035,10,19,7,4,1.0,0.0,0.0
3469,19,3559,0.9,0.9440572465004728,2035,10,19,7,4,1.0,0.0,0.0
3431,9,3614,0.86,0.925075913859392,2035,10,21,2,4,0.0,0.0,0.0
3780,6,4063,0.88,1.004833155834725,2035,10,24,5,4,0.0,0.0,1.0
3564,10,3725,0.76,0.9472866349815484,2035,10,25,6,4,0.0,1.0,0.0
3563,24,3745,0.97,0.9616077127779624,2035,10,26,7,4,1.0,0.0,0.0
3577,15,3712,0.87,0.9640576925499256,2035,10,26,7,4,1.0,0.0,0.0
3499,3,3580,0.81,0.9456357161785268,2035,10,31,5,4,0.0,0.0,1.0
3475,18,3648,0.85,0.9361844654674722,2035,11,1,6,4,0.0,0.0,1.0
3652,27,3772,0.98,0.9717662441952256,2035,11,1,6,4,1.0,0.0,0.0
